Data ID,Sentences,Turk Label
CA-TGA-00000200,"In the former the Court ruled that where it appears that the trial court, before accepting pleas of guilty to charges of burglary and larceny by defendants, aged and respectively, advised each of his rights of trial and of the consequences of such a plea, the fact that the record reveals no express offer of counsel would not suffice to show that the accused were deprived of rights essential to the fair hearing required by the due process clause.",1
CA-TGA-00000109,"Where <a person> is convicted of a crime which includes several incidents, a second trial for one of those incidents puts <him> twice in jeopardy.",1
CA-TGA-00000355,"And if that officer still continue a prosecution which <the President> is satisfied ought not to continue, the removal of the disobedient officer and the substitution of one more worthy in <his> place would enable <the President> through <him> faithfully to execute the law.",0
CA-TGA-00000264,<A friend of mine> had a pet coon which <he> kept in a cage in <his> bachelor quarters up town.,1
CA-TGA-00001137,"That the mischief would be great if <the master> were not liable, as merchants put their trust in <him>, and no particular default be shown, as appears by the bill of lading, and, finally, that neglect appeared.",0
CA-TGA-00000653,"If proof be added that <the defendant> knew of <his> son's instructions, preparation and plans, the purpose to aid and comfort the enemy becomes clear.",0
CA-TGA-00000475,"Diplomacy, they said, was now at an end and <the President <himself>> had appealed to Congress to provide a solution for the Cuban situation.",0
CA-TGA-00001187,"The declaration was, that, by the common law, <every lighterman> ought so to manage <his> lighter that the goods carried therein should not perish.",0
CA-TGA-00001217,<The former> is easily shown to be founded upon a fictitious identification between the deceased and <his> successor.,0
CA-TGA-00000408,"But <a good Scout> laughs at this idea, for <she> knows that these things are expected of all decent people.",1
CA-TGA-00001309,"<The plaintiff> offered one thing, <the defendant> expressed <his> assent to another.",0
CA-TGA-00000313,"Acts of lawless violence, or of threatened violence to <the citizen> or <his> property, cannot be anticipated and provided for; and the protection, to be effectual or of any avail, may, not unfrequently, require the most prompt and decided action.",1
CA-TGA-00001383,"<The tired swimmer> lies on the back and, extending <his> arms fully in front, rests a hand on either shoulder of the swimmer who rests facing <him> in the regular breast position allowing the feet of the other to drop between <his> own.",0
CA-TGA-00000845,It is familiar that the status of <a servant> maintains many marks of the time when <he> was a slave.,1
CA-TGA-00001200,<The Eaglet> returns the salute and then marches to <her> position in line.,0
CA-TGA-00000398,"Bees are exceedingly prone to <rob> each other, and unless suitable precautions are used to prevent <it>, <the Apiarian> will often have cause to mourn over the ruin of some of <his> most promising stocks.",1
CA-TGA-00001061,"Remedy a Part of the Obligation Suppose, however, that <one of the parties to a contract> fails to live up to <his> obligation as thus determined.",0
CA-TGA-00001399,Then <the thief> should hide <his> spoil in a safe place about the room.,1
CA-TGA-00000861,"It is used by occultists in the sense of: having harmonious vibrations with another, the occult teachings being that <every person> has <his> or <her> own rate of mental vibration which, when in harmonious accord with the vibrations of another, induces the most favorable conditions for the production of mental or psychic phenomena, or mental relations; sympathetic understanding, etc.",1
CA-TGA-00001426,"They are bound body for body, and modern law books find it necessary to state that this does not make them liable to the punishment of <the principal offender> if <he> does not appear, but only to a fine.",1
CA-TGA-00000642,"If it is not due to one of these causes, and <the patient> is pale and weak, have <him> placed with <his> head low, and warm and stimulate <him> in every possible way.",0
CA-TGA-00000302,A stimulant may be given when <the patient> is so far recovered that <he> is able to swallow.,0
CA-TGA-00000304,"A tenant for years intends to exclude all persons, including <the owner>, until the end of <his> term; yet <he> has not the animus domini in the sense explained.",1
CA-TGA-00000818,Instructors should always face the class in giving a lesson; in this way <the pupil> learns to read at the same time as <she> is learning to make the letters.,1
CA-TGA-00001148,The answer is: Long ago the beasts learned <the dire lesson man> is our worst enemy; shun <him> at any price.,0
CA-TGA-00001529,"When it is said that <A> has done all that <he> promised to do in the case which has happened, it is not meant that <he> is necessarily entitled to the same compensation as if <he> had done the larger amount of work.",1
CA-TGA-00000982,"No one was allowed to leave the room after the object had been fixed upon; no communication with <the child> was conceivable, as <her> place was often changed.",0
CA-TGA-00001216,"The force did not proceed directly from <the defendant>, to be sure, but it was brought to bear by the combination of <his> overloading and then pushing into the stream.",0
CA-TGA-00001437,"This has relation to two objects: to the personal firmness of <the executive magistrate>, in the employment of <his> constitutional powers; and to the stability of the system of administration which may have been adopted under <his> auspices.",1
CA-TGA-00000238,"Whoever is fond of <his> bees is fond of <his> home, is an axiom of irrefragable truth, and one which ought to kindle in every one's breast, a favorable regard for a pursuit which has the power to produce so happy an influence.",0
